,Series,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,ARIMAX.rec,ARIMAX.unrec,OLSX.rec,OLSX.unrec,Actual,date,ForecastInterval
2203,Region/DCD,230.7804984,211.4673763,287.7270261,259.3848606,255.5074573,230.145478,224.168352,,366.4921475,19,1Step
2204,Region/DCD,187.9530866,196.9971559,231.6012668,225.8864912,191.9167607,194.5882243,163.3005726,,126.9614735,20,1Step
2205,Region/DCD,251.0219265,234.2889792,237.2528645,217.2766461,257.4513199,236.5698977,195.7261306,,277.279957,21,1Step
2206,Region/DCD,284.4303182,264.416586,273.3288197,258.4584439,288.763284,266.3490486,274.4004705,,220.8558127,22,1Step
2207,Region/DCD,196.0432699,187.3421072,206.6372856,194.58863,198.0938259,187.6766678,144.7685862,,244.7965226,23,1Step
2208,Region/DCD,137.9567853,130.9546832,98.60924752,73.65562114,146.1225075,130.8620961,87.79504455,,33.522267,24,1Step
2209,Region/DDA,176.9866852,140.7802552,266.8241551,252.0144606,164.6230527,123.899208,246.6599254,,249.0322612,1,1Step
2210,Region/DDA,98.83747181,109.2127015,86.8991644,88.42640764,94.54912616,109.1476705,197.9301252,,91.8629692,2,1Step
2211,Region/DDA,110.7096349,98.23775117,161.05423,135.5481443,113.2855875,104.4905315,158.5981059,,64.9386659,3,1Step
2212,Region/DDA,183.9013905,180.1738532,170.7072334,157.4559571,195.4799783,188.7395655,160.7797555,,116.5615677,4,1Step
2213,Region/DDA,115.8288087,97.86253926,125.1704139,97.3216512,116.8379429,103.7067742,85.50360559,,140.5661362,5,1Step
2214,Region/DDA,108.990701,110.8671667,100.8339808,84.86687557,109.4369337,114.6097914,72.19018191,,136.5849324,6,1Step
2215,Region/DDA,141.8747697,136.1085995,109.5111624,88.33198391,133.1485281,133.396164,62.51203225,,90.7164414,7,1Step
2216,Region/DDA,132.8002546,119.35694,122.8825773,102.0055498,109.3853395,117.2237194,90.45065154,,95.123675,8,1Step
2217,Region/DDA,147.858594,149.1759894,105.5583225,103.5590197,131.8426221,138.1105795,106.2045856,,78.0760892,9,1Step
2218,Region/DDA,167.6019268,141.334796,176.3607703,162.5083573,168.4230226,136.8176782,151.1939221,,86.3066982,10,1Step
2219,Region/DDA,130.2327135,130.9311471,107.5067073,88.17783904,131.0999418,133.4696746,124.6229001,,57.2144143,11,1Step
2220,Region/DDA,126.9331155,127.9706362,94.6422167,54.79895198,128.0600894,125.1276328,94.59996692,,131.4572178,12,1Step
2221,Region/DDA,176.9744117,152.9843094,195.9129493,185.1377275,168.9226022,146.9359198,209.4250842,,151.1819395,13,1Step
2222,Region/DDA,115.6882534,116.1456945,89.40988681,83.96684029,114.6340329,114.7345234,180.9565571,,148.0209753,14,1Step
2223,Region/DDA,108.4246406,108.8352673,147.7565714,144.260379,127.9629472,142.3930418,148.5951678,,54.9575403,15,1Step
2224,Region/DDA,173.7143735,146.7575352,195.7120148,179.964796,182.5125377,122.0139017,149.6228371,,142.4209045,16,1Step
2225,Region/DDA,109.3782871,100.0623096,119.1831992,87.83896382,117.1679623,118.1609508,97.26994194,,171.7786477,17,1Step
2226,Region/DDA,123.267026,127.2510841,92.36420405,82.41398152,123.4576629,122.807119,66.52239139,,63.7926326,18,1Step
2227,Region/DDA,125.7252377,114.5784682,107.0210715,81.50552869,142.4249712,121.4188531,57.50164628,,277.6536827,19,1Step
2228,Region/DDA,116.3204535,119.90577,112.0682777,86.6043599,121.7455065,118.3756416,86.49298132,,131.3064661,20,1Step
2229,Region/DDA,144.6007499,125.5308024,144.4468154,145.9090249,156.7258234,124.0216127,103.2593773,,106.9841151,21,1Step
2230,Region/DDA,153.2152328,114.3831752,169.3657166,159.8794595,155.7179232,113.7549573,148.9657657,,130.3040611,22,1Step
2231,Region/DDA,117.021765,106.7985404,134.8151956,93.02188685,119.8221828,117.30824,122.9043057,,69.595891,23,1Step
2232,Region/DDA,136.5715774,126.2436774,115.3217132,84.19697462,131.6774009,124.3087396,93.25119031,,117.022454,24,1Step
2233,Region/DDB,408.8191672,373.2379615,366.4054073,342.6425915,409.5873136,373.7691302,357.529451,,443.9485666,1,1Step
2234,Region/DDB,94.87003473,100.3965159,113.461736,114.2123165,92.41581614,101.5161278,198.2175363,,117.5678737,2,1Step
2235,Region/DDB,128.6854153,118.3074554,166.6308919,141.9448547,115.9380843,106.1778085,162.2918994,,108.8920065,3,1Step
2236,Region/DDB,190.1917741,184.9960563,191.381536,177.9087079,203.1026562,199.8215064,108.5146502,,137.5569823,4,1Step
2237,Region/DDB,99.07763255,83.52536103,124.6282254,97.21987775,94.05423305,82.22160165,120.901214,,119.8866374,5,1Step
2238,Region/DDB,94.06640382,94.21585177,109.8199194,95.87969759,88.30916751,89.13655598,83.89286122,,83.9120538,6,1Step
2239,Region/DDB,105.6623988,101.1406853,132.6701149,107.8960377,99.11444975,101.6996273,67.68259492,,61.0207593,7,1Step
2240,Region/DDB,82.21005128,68.23282447,80.92460623,59.46643515,61.75188284,68.45627384,67.63257982,,73.4918066,8,1Step
2241,Region/DDB,84.06419851,78.09204445,85.85350128,82.68932197,77.27440368,78.24230298,78.81745006,,68.2214011,9,1Step
2242,Region/DDB,153.9011765,123.5868313,167.1272083,156.2883796,159.3595872,124.7396906,138.9424915,,196.534226,10,1Step
2243,Region/DDB,88.21922202,89.55972643,136.417538,123.984009,87.64552447,89.52267048,129.5691734,,92.0570119,11,1Step
2244,Region/DDB,102.5833362,103.4628898,141.245096,105.3859503,104.674374,102.958614,129.2146961,,228.8957005,12,1Step
2245,Region/DDB,425.8704791,408.2128712,356.378136,344.8712306,421.4728742,407.5427018,342.0914972,,359.8353866,13,1Step
2246,Region/DDB,92.37715781,87.15672182,106.1345246,101.3552717,89.7085216,86.57885199,187.2941837,,158.5806781,14,1Step
2247,Region/DDB,107.1636807,105.501084,151.3533506,145.6913704,121.9579788,134.87919,154.7751983,,187.4396455,15,1Step
2248,Region/DDB,204.9246826,171.8107291,206.9764876,187.1834238,188.5068155,119.5683458,131.3284401,,219.3779263,16,1Step
2249,Region/DDB,117.5276388,112.0074595,139.6984616,112.9883871,113.4528086,114.0138147,104.055522,,57.9497908,17,1Step
2250,Region/DDB,87.80910396,88.27553825,122.6694656,109.729292,104.9533029,103.9392891,77.72274317,,95.2269125,18,1Step
2251,Region/DDB,102.7018448,93.90269306,130.8684113,106.2582032,111.9963927,91.275353,63.80991808,,244.2785683,19,1Step
2252,Region/DDB,80.24218674,81.67204073,97.85392707,78.93682116,86.81494678,81.03222667,64.96392129,,129.9416094,20,1Step
2253,Region/DDB,112.0619272,90.25171615,112.7984902,103.832627,127.3574352,94.92231864,77.16181806,,46.5979424,21,1Step
2254,Region/DDB,162.5829202,131.1152389,165.6792499,158.9806906,164.7602482,129.8573384,138.0010649,,85.1608943,22,1Step
2255,Region/DDB,96.56130508,87.85836645,144.5582757,106.1486723,91.58892307,88.0607626,129.1363839,,89.7239836,23,1Step
2256,Region/DDB,186.5521777,178.1079507,151.2417864,127.41923,137.9285241,121.6073877,129.1031944,,53.6796909,24,1Step
2257,Region/EAA,447.6417855,411.7209846,340.8081482,319.9570684,445.7377857,412.00825,373.0496155,,394.9591233,1,1Step
2258,Region/EAA,200.2128423,214.0944521,220.0601897,182.5492031,200.1715821,214.3819395,337.5714181,,91.9058514,2,1Step
2259,Region/EAA,220.4095981,232.228957,182.7001907,173.3451431,219.5106947,233.7764462,160.9548945,,181.7539607,3,1Step
2260,Region/EAA,325.7716149,303.2478475,333.5920535,286.8013717,318.0990429,299.5396293,279.4077151,,304.3622679,4,1Step
2261,Region/EAA,278.3156995,266.5218016,263.6471653,231.305894,269.4814679,266.7563711,192.3400829,,327.1052317,5,1Step
2262,Region/EAA,304.2381194,267.2600063,332.2715447,277.2088233,296.5351253,267.4848094,204.7967908,,166.4656708,6,1Step
2263,Region/EAA,440.452444,373.2657538,392.1440753,373.1572451,432.552015,373.5237481,337.3856163,,426.7649711,7,1Step
2264,Region/EAA,334.1210412,295.5075442,404.8074753,368.6654666,317.3643211,295.7536716,357.3414109,,350.3069326,8,1Step
2265,Region/EAA,452.4482639,394.1581346,440.5543925,411.5017998,445.0847294,394.3948136,413.7745105,,445.8888878,9,1Step
2266,Region/EAA,398.6106136,351.8194279,404.0882433,380.469075,407.2415876,352.0142737,365.9977198,,375.1528081,10,1Step
2267,Region/EAA,239.9108151,223.2581375,232.9378319,183.1902187,237.1615699,223.486321,209.8864163,,266.9395978,11,1Step
2268,Region/EAA,263.4589407,265.8668197,225.838125,165.1209443,263.9288608,266.0533527,152.2526448,,385.9233095,12,1Step
2269,Region/EAA,467.6244853,392.4823189,425.9221089,375.684975,468.2877689,392.8147017,322.4017934,,579.7750463,13,1Step
2270,Region/EAA,232.643932,195.4376738,276.1930279,197.4146595,244.65141,195.7350278,304.5889797,,179.6327615,14,1Step
2271,Region/EAA,302.26877,233.0395346,293.7036732,193.1151229,282.3386924,225.2953423,138.8298862,,256.6826558,15,1Step
2272,Region/EAA,398.5967153,298.0967113,363.6857794,327.3114458,395.9402122,301.2071782,251.569274,,675.0315796,16,1Step
2273,Region/EAA,353.7208911,290.2647503,318.2329156,290.767001,349.7198475,291.0666871,215.6295736,,414.6511067,17,1Step
2274,Region/EAA,325.0559425,254.1133847,419.6304034,361.367893,320.0200499,255.0530621,193.3950159,,309.0508879,18,1Step
2275,Region/EAA,464.2541183,363.2089387,457.8123794,435.3652234,463.4762141,364.4162,325.4794262,,484.5314966,19,1Step
2276,Region/EAA,364.3226936,305.2586919,481.7510564,410.8588206,355.6836269,306.1387681,347.9188993,,373.7361032,20,1Step
2277,Region/EAA,518.9793421,416.7461139,545.9111695,503.6147746,496.0722446,418.38184,406.5106001,,366.1994692,21,1Step
2278,Region/EAA,419.4837966,374.6864625,467.3570782,409.9222166,401.3319714,376.1183896,360.2428912,,502.2326086,22,1Step
2279,Region/EAA,334.2822635,263.951984,255.5833501,225.9023643,338.2490684,264.7078331,205.1317137,,402.4921709,23,1Step
2280,Region/EAA,411.749471,341.3749111,341.9188822,263.9161303,372.6432314,342.4886989,148.1080167,,138.8677235,24,1Step
2281,Region/EAB,1487.66261,1480.660457,1496.575664,1482.656893,1484.574972,1480.735127,1443.45092,,1657.17832,1,1Step
2282,Region/EAB,777.3009215,789.247572,723.7807858,683.070601,775.9845758,789.4745308,933.3165505,,1018.866516,2,1Step
2283,Region/EAB,1122.748385,1163.475704,1009.837308,987.278152,1116.822584,1159.284418,837.5404672,,836.5625468,3,1Step
2284,Region/EAB,1101.504275,1082.591675,1051.379761,1016.428038,1103.647561,1090.615714,939.6402492,,1044.014736,4,1Step
2285,Region/EAB,837.21408,835.648018,791.792058,757.9577264,828.0598176,835.2574565,727.2530517,,900.8219423,5,1Step
2286,Region/EAB,1041.067172,1044.302323,945.4931725,900.4139421,1035.604535,1044.089334,751.4383051,,1345.153444,6,1Step
2287,Region/EAB,995.6171116,923.5885815,935.0868303,931.2646584,987.3496092,923.4936876,807.8470439,,1037.343427,7,1Step
2288,Region/EAB,920.6599697,898.0298869,787.9442135,746.0735265,903.5439608,897.97509,692.5840947,,929.6306628,8,1Step
2289,Region/EAB,889.3095995,826.8503665,886.2022678,884.4277704,882.0402274,826.8592823,787.6439175,,947.3200765,9,1Step
2290,Region/EAB,1023.086392,964.8867592,1205.126633,1182.611463,1040.089573,964.8312981,1025.259376,,1057.54326,10,1Step
2291,Region/EAB,796.4091026,763.0689766,957.2181527,893.2469204,794.1005574,763.0225546,834.0695495,,1003.325248,11,1Step
2292,Region/EAB,843.3979077,831.1210853,892.4889343,835.6163667,843.770654,831.0107795,770.9693168,,1513.949616,12,1Step
2293,Region/EAB,1715.699706,1658.907087,1692.353771,1684.928542,1715.354221,1658.925882,1407.85538,,2049.88433,13,1Step
2294,Region/EAB,1063.34772,1044.504236,1062.689623,1010.259302,1074.740816,1044.516445,903.6537274,,973.1054968,14,1Step
2295,Region/EAB,989.5910817,907.4047578,1147.62097,1071.07838,991.5742336,927.2511523,815.7952409,,1128.092181,15,1Step
2296,Region/EAB,1226.998542,1147.653409,1223.111811,1195.096889,1196.131063,1106.078098,949.7221086,,1311.815278,16,1Step
2297,Region/EAB,967.5297996,889.9573125,1164.173445,1166.851928,964.6080139,892.1946255,718.6878546,,1005.571638,17,1Step
2298,Region/EAB,1183.346215,1146.884177,1174.707358,1069.341645,1177.274463,1147.127125,734.2643765,,930.6456289,18,1Step
2299,Region/EAB,1065.702927,937.8988791,1024.090275,985.0027716,1064.287775,937.8873171,793.8703444,,1091.852021,19,1Step
2300,Region/EAB,990.947231,922.3182668,1008.084652,956.3476587,981.0821641,922.3815752,682.0426579,,860.516666,20,1Step
2301,Region/EAB,1021.482259,908.3200271,1113.062211,1083.556729,997.1351096,908.3395636,779.5169488,,868.1786396,21,1Step
2302,Region/EAB,1055.931398,1002.31214,1205.39286,1143.465615,1036.557915,1002.34406,1018.715628,,1163.308823,22,1Step
2303,Region/EAB,990.7968303,902.6272261,996.1397347,993.6844919,993.8855925,902.7770918,828.5474079,,1109.020521,23,1Step
2304,Region/EAB,1258.400781,1187.114611,1166.718298,1111.761736,1221.018377,1187.475056,766.0635145,,1016.179992,24,1Step
2305,Region/EAC,1594.612565,1583.681858,1354.704337,1343.907818,1595.631279,1590.208928,1297.630068,,1467.075742,1,1Step
2306,Region/EAC,487.9185426,503.9953082,523.0094543,491.1246144,484.6367439,503.2158528,751.1594836,,453.8349943,2,1Step
2307,Region/EAC,562.0832602,572.3556894,598.2509813,582.4047416,532.957376,542.4000424,528.4556834,,704.6101453,3,1Step
2308,Region/EAC,754.6223842,730.090587,773.1506125,740.2920675,785.310474,763.8906097,551.0953417,,1117.471434,4,1Step
2309,Region/EAC,524.6071779,515.0706801,469.0033928,437.580834,516.9810683,516.9565555,465.4817465,,436.0804115,5,1Step
2310,Region/EAC,500.9637129,477.220356,528.7880975,475.8236305,496.4980186,478.9337565,366.7546834,,457.9233765,6,1Step
2311,Region/EAC,619.7547869,557.1590013,512.60539,495.0148995,611.1695947,557.1537712,372.2974961,,464.1172821,7,1Step
2312,Region/EAC,364.8473865,320.5193606,426.8514998,383.4474493,345.2743278,318.057051,326.9555962,,439.1707603,8,1Step
2313,Region/EAC,470.8391573,420.8301393,439.4324101,412.2826248,463.276325,421.4070577,326.4978209,,468.6690352,9,1Step
2314,Region/EAC,526.9693724,479.1656927,608.419336,578.675019,533.867665,478.7108809,546.2168658,,549.3294649,10,1Step
2315,Region/EAC,542.4712481,520.9345921,524.7452224,470.8687556,540.6492678,522.6358198,501.3141648,,706.398346,11,1Step
2316,Region/EAC,606.5450642,604.9178966,687.5131634,646.324558,611.4825128,610.4769151,556.4001345,,510.8486287,12,1Step
2317,Region/EAC,1588.232295,1520.168792,1413.19144,1376.929154,1583.485627,1516.893966,1260.627781,,2210.811366,13,1Step
2318,Region/EAC,530.3577272,496.8403303,586.1868126,496.3982048,517.4022082,465.18408,722.3907007,,800.6683103,14,1Step
2319,Region/EAC,709.2947343,622.7905593,826.3188803,747.4078509,855.5719747,784.5716302,508.273661,,920.832128,15,1Step
2320,Region/EAC,988.4224151,877.6177449,1004.737703,988.6863349,871.9597357,765.3857785,699.5783725,,770.7685355,16,1Step
2321,Region/EAC,488.0250329,413.3290341,581.5423409,558.2476172,487.2049146,417.1555804,347.3617513,,599.9885643,17,1Step
2322,Region/EAC,504.3418303,418.5589514,578.613074,520.6296186,516.2104326,440.9456381,331.6173461,,553.4543797,18,1Step
2323,Region/EAC,565.5506386,439.8571585,627.0731532,616.0772783,577.215896,456.8815153,356.389687,,591.5403181,19,1Step
2324,Region/EAC,460.0261197,393.0899651,545.2048217,479.1434506,466.4003208,414.1097837,317.7489102,,377.7563457,20,1Step
2325,Region/EAC,512.5784803,400.1687113,559.3152642,511.9664826,574.4763104,508.1962951,320.3158415,,487.0112339,21,1Step
2326,Region/EAC,608.9165889,562.3184806,799.8152837,754.1097944,674.4906453,668.4704465,541.7313746,,765.0965678,22,1Step
2327,Region/EAC,638.1928583,559.9817203,675.0879384,664.1890948,644.8780367,564.5434643,497.8689562,,947.6343112,23,1Step
2328,Region/EAC,606.7303894,512.3216843,768.976581,695.628751,703.2073794,669.8161815,553.5737137,,742.9452947,24,1Step
2329,Region/EBA,935.2307221,963.7520698,710.3449421,669.5361362,942.4996432,963.8442301,694.116161,,499.4686807,1,1Step
2330,Region/EBA,731.4063165,719.9680749,787.5507334,776.0183862,725.765195,717.2253681,783.8679179,,674.2680854,2,1Step
2331,Region/EBA,827.8710149,820.4318308,867.1515765,803.7380088,815.4665345,801.5015125,646.8096374,,1024.780077,3,1Step
2332,Region/EBA,987.3584106,973.4025857,893.0983245,836.276129,920.7920487,918.5018191,538.6497473,,1184.41511,4,1Step
2333,Region/EBA,928.3133903,897.2419129,861.2938024,843.5371653,915.09344,902.9707566,535.6704671,,842.7036937,5,1Step
2334,Region/EBA,1011.097054,954.3516988,939.0747103,884.95148,992.2450705,946.0447418,656.8730165,,376.4629772,6,1Step
2335,Region/EBA,985.679445,841.3655174,1228.805507,1153.893267,998.664972,876.0654523,837.7086615,,770.8755164,7,1Step
2336,Region/EBA,897.9808753,759.8450466,1229.416004,1183.373565,883.4860838,796.8463004,915.0760998,,1402.003408,8,1Step
2337,Region/EBA,1119.974216,1049.94621,1208.187006,1254.474215,1104.157297,1051.40534,848.6150398,,1372.332969,9,1Step
2338,Region/EBA,1255.974516,1249.975167,970.7311641,927.3807343,1248.171897,1215.736704,729.2604817,,1078.318369,10,1Step
2339,Region/EBA,842.9331665,775.4284233,656.9074498,566.2055408,835.8247546,776.3203901,542.679479,,1322.798705,11,1Step
2340,Region/EBA,1002.721758,974.6483772,1084.703801,1013.748827,1007.123881,976.3738861,429.6398276,,826.4334939,12,1Step
2341,Region/EBA,1022.927806,926.5915899,1007.239115,918.0919106,1021.072176,929.997606,315.160604,,861.2264268,13,1Step
2342,Region/EBA,1081.390267,999.1331212,998.435821,908.3280402,1087.537784,1001.530538,530.6481544,,447.1211045,14,1Step
2343,Region/EBA,1079.009666,945.2004446,861.5970266,762.138218,1037.356961,900.2361492,479.2177503,,463.8042195,15,1Step
2344,Region/EBA,997.2563418,845.6637806,953.6074518,878.2624187,1058.672285,899.5914726,399.7071016,,880.8392958,16,1Step
2345,Region/EBA,977.3386722,872.7881623,1107.09311,1081.450276,963.2998707,872.1734955,511.7075225,,912.6757226,17,1Step
2346,Region/EBA,897.1313601,767.7013563,1100.485259,1127.710555,907.362847,772.5304963,620.3431865,,806.6360906,18,1Step
2347,Region/EBA,1026.781777,876.835558,1205.065628,1194.317585,1020.71996,879.7996682,813.9597412,,1220.485576,19,1Step
2348,Region/EBA,1190.989987,1114.359159,1157.651462,1114.415193,1182.943492,1119.214174,903.7348575,,933.4026294,20,1Step
2349,Region/EBA,1133.77623,980.5385213,1091.443804,1050.004974,1126.241457,979.2992965,847.0732186,,1123.514099,21,1Step
2350,Region/EBA,1036.532644,949.7704678,999.6720585,924.7285869,1041.057996,949.4208213,734.7329337,,729.9755869,22,1Step
2351,Region/EBA,937.3716156,846.4632171,731.9365394,655.0049356,943.7808045,851.136418,553.1946287,,857.8834693,23,1Step
2352,Region/EBA,846.5587248,794.0669148,789.8067002,767.3853763,846.4026572,796.4233356,444.067472,,656.1675746,24,1Step
2353,Region/ECA,261.9030379,245.6199697,327.6763197,282.5554034,254.6544499,244.9599381,325.4476986,,347.3478999,1,1Step
2354,Region/ECA,225.2624803,223.3783207,186.0799614,163.9030818,216.3945667,216.3169503,371.1641995,,495.4377632,2,1Step
2355,Region/ECA,291.9251588,288.5355441,344.5631469,299.8145426,296.612419,290.7882322,296.938473,,430.1583029,3,1Step
2356,Region/ECA,381.2354034,345.4571187,372.0153884,326.1561521,372.8811803,358.454929,150.8598734,,252.3738156,4,1Step
2357,Region/ECA,326.2252158,291.5537693,316.078611,280.6188065,300.1626784,281.0855828,116.2874744,,185.9475259,5,1Step
2358,Region/ECA,337.8518641,269.7863266,271.2293756,192.3576468,327.569725,267.2840764,129.0966482,,323.5436234,6,1Step
2359,Region/ECA,357.1426586,241.070689,329.8571934,264.3111188,336.4243408,235.5660249,156.4362824,,399.2319737,7,1Step
2360,Region/ECA,291.1150858,209.842005,291.5302916,247.7641773,240.2203717,200.7119031,175.0108751,,350.0080979,8,1Step
2361,Region/ECA,357.4833851,294.9175896,385.286026,396.0733367,293.7731917,235.4048528,248.486225,,302.1738163,9,1Step
2362,Region/ECA,373.9088626,297.2145223,425.7891713,370.0231843,375.7411715,274.166654,277.3345719,,435.5199449,10,1Step
